ID,BARCODE,BRAND_CODE,CPG_ID,CATEGORY,CATEGORY_CODE,NAME,ROMANCE_TEXT,RELATED_BRAND_IDS
604a430bac99f04b08c39a4a,511111508670,BABY DOVE,5332f5f6e4b03c9a25efd0b4,Personal Care,PERSONAL_CARE,Baby Dove,"From baby wash to baby shampoo and baby lotions, our Baby Dove Rich Moisture range is specially designed to provide ultra-gentle care for your little one’s skin and hair. A Unilever brand.",592486bee410d61fcea3d128 : 5bd2011f90fa074576779a17 : 5bd201a990fa074576779a19
5332f756e4b03c9a25efd113,511111503743,MURRAY,53e10d6368abd3c7065097cc,Baking,BAKING,Murray,,
61b25afd2e105238e19ad87b,511111811848,HUS KITCHEN,61b25af3a65168667f169b4a,Candy & Sweets,CANDY_AND_SWEETS,HUS KITCHEN,,
5f4e516eac99f03f183c8e12,511111907169,FRONTERA FROZEN,5e825d64f221c312e698a62a,Frozen,FROZEN,Frontera®,"Mexican foods inspired by regional Mexican cuisines with ingredients that deliver a bold, authentic dining experience right to your home.",
5332fa73e4b03c9a25efd21d,511111203049,0,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,Caffeine-free Diet Coke,,
57ebbd44e4b0ac389136a32d,511111002208,BULL'S-EYE,53e10d6368abd3c7065097cc,Condiments & Sauces,CONDIMENTS_AND_SAUCES,Bull's Eye,"The bold choice. Bull's-Eye offers ten different BBQ sauces, backed by 25 years of boldness in a bottle. ",
61dc5755f04efd3f1949fe8f,511111512462,,61dc4a3b5806c5140572e820,,,Glaceau smartwater,,
592486bde410d61fcea3d123,511111600916,BRUMMEL AND BROWN,5e5ea9cc9c50da1291a6d074,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,BRUMMEL AND BROWN,"Brummel & Brown is a deliciously creamy buttery spread made with the wholesome goodness of real yogurt, purified water, and plant based oils. Yogurt helps give our spread a rich, creamy taste with ½ the fat and calories of butter and 0g cholesterol per serving. ",592486bee410d61fcea3d12c : 592486bee410d61fcea3d130 : 5daf3eed1dda2c3e1416ae94
58861c7e4e8d0d20bc42c4e9,511111901372,PERONI,63a0b3fdd1e65395436fdc2a,"Beer, Hard Cider & Seltzer",BEER_HARD_CIDER_AND_SELTZER,Peroni Italy,"Imported from Rome, Peroni Nastro Azzurro is the No. 1 premium beer brand in Italy. This light, crisp, clean, and refreshing lager is produced using only the highest quality natural ingredients in Italy. ",57e58166e4b0ac389136a30b : 58861c7e4e8d0d20bc42c4de : 5a5d25b6e4b0db471c2d042c
62b3fe9fcbf3d978d9ed32f1,511111614357,GOPUFF,62b3fddacbf3d978d9ed32f0,Retailers,RETAILERS,Gopuff,"From snacks and drinks to cleaning supplies and cold remedies, Gopuff is the one app that delivers thousands of items in minutes.",61d865f05806c5140572e81a : 6234df68230f103f78a112f7 : 61d861255806c5140572e818
5da60932a60b87376833e356,511111405818,ONE A DAY® KIDS AND TEENS,53e10d6368abd3c7065097cc,Health & Wellness,HEALTHY_AND_WELLNESS,ONE A DAY® KIDS AND TEENS,"A selection of multivitamins for growing kids and teens, with key nutrients like Vitamin D to support healthy bones as they grow",
5d66d38ca3a018093ab34724,511111605263,CLEAN EATING,5d5d4fd16d5f3b23d1bc7905,Magazines,MAGAZINES,Clean Eating Magazine,Clean Eating provides fun and easy recipes for people looking to improve their diet and establish healthy eating habits.,5d641257a3a018514994f425 : 6063795a4b49975cc0ad94b7 : 5d6412f86d5f3b23d1bc7909
626992906d5bf52abce40aaa,511111013402,DENTASTIX,61ba20c32064d21d1548c32e,Pet,PET,DENTASTIX,,
58b598dbe4b0857c2ddb7253,511111101017,MICKEYS,63a0b3fdd1e65395436fdc2a,"Beer, Hard Cider & Seltzer",BEER_HARD_CIDER_AND_SELTZER,Mickey's,"Get stung! Mickey's is a fine malt liquor with a full body, moderate bitterness, and a fruit aroma. ",61bb7b3a2064d21d1548c332 : 57e581dfe4b0ac389136a30e : 58b599fee4b0857c2ddb7256
5f1aea63ac99f054aeb9e7ee,511111906797,LIQUID PLUMR,53e10d6368abd3c7065097cc,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,Liquid-Plumr,"Liquid-Plumr uses a powerful gel to unclogs drains full of hair, gunk, grease and soap scum. Use it for the toughest clogged sinks, bathtubs, and showers.",
62f521a82e94a20f3d9fbd2b,511111614913,WINTERFRESH,62f51f6f02d87153442246a2,Gum & Mints,GUM_AND_MINTS,WINTERFRESH®,"Get a taste of that cold, alpine freshness anytime with a stick of WINTERFRESH®  chewing gum.

Mars Wrigley. Better Moments Make the World Smile.",62f5212f02d87153442246a5 : 62f5213d2e94a20f3d9fbd29 : 62f5219202d87153442246a7
5e4d91e39c50da1291a6d06e,511111006466,CRACKER BARREL CHEESE,53e10d6368abd3c7065097cc,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Cracker Barrel Cheese,"Designed To make entertaining and snacking easy & delicious. Unwrap a richer, bolder cheese, and make every day less everyday with Cracker Barrel Cheese. ",
60d50b13240dbf016194785c,511111410713,COLUMBIA WINERY,53e10d6368abd3c7065097cc,Wine,WINE,COLUMBIA WINERY™,"A legacy with roots 55 years in the making, the trailblazing Columbia Winery has been discovering and celebrating Washington wine for decades. Today, we blend classic traditions with innovative winemaking techniques to craft a distinct collection of Washington wines.",
60f9ad60ed274e67f26397c8,511111211167,BAHLSEN,60f9ad3b251e8b16355ee9be,Snacks,SNACKS,Bahlsen,"Bahlsen® is crafting indulgent German chocolate biscuits for 132 years. Passion, high quality and sustainably sourced ingredients are at the heart of everything they do.",6234b095230f103f78a112f3 : 62c4dda42a605c32f108119a
5332f7a9e4b03c9a25efd137,511111703549,,5332f7a7e4b03c9a25efd134,,,Budweiser Select,,
6062302607f65f72b5aadd30,511111908999,NICODERM,5fac02152455c909e34ee6f1,,,NICODERM,,
62960bdc44a2774ea0fd91fd,511111413950,LUCKY CHARMS OTHER,6233966e8942a67af4934aa1,Breakfast & Cereal,BREAKFAST_AND_CEREAL,Lucky Charms Other,,
62960c8d3a13127fdca392b2,511111313984,NATURE VALLEY OTHER,6233966e8942a67af4934aa1,Snacks,SNACKS,Nature Valley Other,,
628d2c8e0c03aa79614b5df7,511111813767,GOOD NATURED,5332f5f3e4b03c9a25efd0ae,Grocery,GROCERY,Good Natured,A General Mills brand.,
cegdodgogujd2i0pkmg0,511111415909,SCOTT1,550b2565e4b001d5e9e4146f,Household,HOUSEHOLD,Scott® Brand,"Make your decision in toilet paper and paper towels quick, easy and reliable with Scott® Brand toilet paper and paper towels. Trusted since 1913 to Keep Life Rolling.",5bd2013f965c7d66d92731ec : 5bd201f090fa074576779a1a
60d54c04c1c99202a7cbef4a,511111510826,REDWOOD CREEK,53e10d6368abd3c7065097cc,Wine,WINE,REDWOOD CREEK,,
5a5d209ae4b0db471c2d0429,511111600282,KEYSTONE ICE,53e10d6368abd3c7065097cc,Beer Wine Spirits,BEER_WINE_SPIRITS,Keystone Ice,,
61dc573cf04efd3f1949fe8e,511111312451,,61dc4a3b5806c5140572e820,,,Glaceau vitaminwater,,
60d377961490e2751d0cc1dc,511111510109,EDNA VALLEY,60ba59e1ec891a72cdbb077b,Wine,WINE,EDNA VALLEY,"Nestled halfway between San Francisco and Los Angeles, Edna Valley Vineyard is the jewel of California’s Central Coast. For more than three decades, Edna Valley Vineyard has been dedicated to producing a grape that grows best in this long, cool growing season: Chardonnay. ",60c7c17f2383023f915e7c00 : 60c7c24c2383023f915e7c02 : 60d5e925240dbf016194786b
607068d43721ab28afbb65f5,511111709565,KODIAK CUPS,5f8e01812455c95e4832af23,Baking,BAKING,Kodiak Cakes On-The-Go Cups,There’s always time for Kodiak-on-the-go Power Cups. Whether you prefer to start your day with a fresh baked muffin or end it with an indulgent brownie – Kodiak Power cups making having a balanced breakfast or better-for-you dessert a reality even if you only have a minute. Literally.,5332f775e4b03c9a25efd127 : 606ca2153721ab28afbb65f1 : 606ca28a3721ab28afbb65f2
5f4e4fdeac99f03f183c8e0f,511111007135,EARTH BALANCE SPREADS,5e825d64f221c312e698a62a,Condiments & Sauces,CONDIMENTS_AND_SAUCES,Earth Balance®,"Earth Balance is committed to food that's made with the Earth in mind. Oh, and it's pretty delicious, too.

*Not included spreads, baking sticks, snacks & crackers",
57ebc11fe4b0ac389136a33a,511111802075,EXPIRED KRAFT CARAMELS,53e10d6368abd3c7065097cc,Baking,BAKING,EXPIRED Kraft Caramels,Satisfy your sweet tooth as a snack or in your next delicious recipe with Kraft Caramels. Premium soft caramels made with milk and butter to create a rich taste and smooth texture.,
62a0cd693ecae202c7984fc7,511111614289,SHARPIE,62a0cd01d672797a4b430854,Household,HOUSEHOLD,Sharpie,"Bravely break away from dull and boring with vividly brilliant Sharpie Permanent Markers, Pens, and Highlighters.",62e3ed9c7066124ba02839bf : 62e3d1187066124ba02839be : 62a0cdbcd672797a4b430855 : 62e3d674f654cb0c4bc4d67f : 6242fb28d8800479747297ed
6010440b2455c904d4b69d64,511111507918,BARE,5332f5fbe4b03c9a25efd0ba,Snacks,,Bare Snacks,"Real Fruit and Coconuts. Baked Crunchy. Because sometimes, LESS IS MORE.™",
627d727c456aa77ba08ff056,511111713708,GALLO VERMOUTH,53e10d6368abd3c7065097cc,Wine,WINE,GALLO VERMOUTH,,
5f60f0442455c931b0824d66,511111307488,NESTLE NAN,5f46a694ac99f01d52a57acf,Baby,BABY,Nestle NAN,From the #1 Infant formula brand in Latin America,5bd200fc965c7d66d92731eb : 5c112616315a241ba1716511 : 5d6419346d5f3b23d1bc790e
605907eb2455c923f83e14c9,511111208747,MIRALAX,53e10d6368abd3c7065097cc,Health & Wellness,HEALTHY_AND_WELLNESS,MIRALAX,,
603531f12455c9795782f2fe,511111108122,ABSOLUT,602186b82455c91734ff7a71,Spirits,SPIRITS,Absolut®,"Bold, original, creative. Absolut Vodka launched in New York, 1979. Our transparent and label-less bottle, inspired by an 18th Century medicine bottle, stood out from its tall, flashy, competitors. This was 1970s New York, after all. You had to be different to get noticed.",612fe747eca6f6628997125e
5afda5a6e4b03bf01c2a2968,511111304548,KRUNCHERS,5a734034e4b0d58f376be874,Snacks,SNACKS,Krunches!,"A kettle chip breakthrough that explodes with great flavor and crunchy texture. That's because Krunchers! hand-picks premium potatoes, slices them to ideal thickness, and seasons them with the finest spices available.",
5f4e4aca2455c929365b5fe1,511111007067,BLAKES,5e825d64f221c312e698a62a,Frozen,FROZEN,Blake's®,Blake's meals are made from all-natural ingredients and include organic and gluten free options.,
5a02188be4b00d6a5ccb394d,511111300588,PONDS,5332f5f6e4b03c9a25efd0b4,Beauty,BEAUTY,PONDS,"Say hello to bright, radiant skin with Pond's skin and face care products. Over 150 years of beautiful skin powered by the best of science and technology. A Unilever brand. ",592486bee410d61fcea3d128 : 5a02196ce4b00efe02b02a5a : 592486bfe410d61fcea3d139
633afae9daaf857d157bd96c,511111015536,FUZZYS TACO SHOP,633afa7fdaaf857d157bd96b,Restaurants,RESTAURANTS,Fuzzy's Taco Shop,"We’re proud to be a place where people bring their dogs, party on our patios and feel the good vibes every time they walk into a Fuzzy’s. And with locations popping up nationwide, our Baja tacos, famous Chips & Queso, and margaritas and beeritas are always within reach—which is reason enough to celebrate with a few, as far as we’re concerned.",
624f13a82f2796229d1b9fae,511111413233,FISHER BOY,60d5e803240dbf016194786a,,,Fisher boy,,
57c0827de4b0718ff5fcb037,511111902461,,5332f7a7e4b03c9a25efd134,,,Antarctica,,
5e7cc6ef4f392912df7c86d1,511111006695,ONE A DAY,5d9b4f591dda2c6225a284aa,Health & Wellness,HEALTHY_AND_WELLNESS,One A Day®,"One A Day® is a multivitamin brand with specially formulated products for your family. From prenatal to 65+, we offer many complete multivitamins for different ages, genders, and health goals. ",5da605dc1dda2c3e1416ae83 : 5da6071ea60b87376833e34d : 5da60859a60b87376833e352
61f7fbd22e75f656af2d3a14,511111812722,HAPPI FOODI,61f7fbc22e75f656af2d3a13,Grocery,GROCERY,Happi Foodi®,,
592486bde410d61fcea3d124,511111100904,CARESS,5332f5f6e4b03c9a25efd0b4,Personal Care,PERSONAL_CARE,Caress,"Soft skin, fine fragrance. Caress offers body washes, beauty bars, shower foam, and body sprays, to help everyone feel confident with the ultimate shower experience. A Unilever brand.",592486bee410d61fcea3d128 : 592486bfe410d61fcea3d139 : 592486bfe410d61fcea3d13a
5d602d9d6d5f3b23d1bc7907,511111704935,KEVITA,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,KEVITA,Enjoy light and refreshing drinks with Kevita. All drinks are non-dairy and organic. A PepsiCo brand.,585a9675e4b03e62d1ce0e7f : 5d66e20b6d5f3b6188d4f055 : 5d66e2d46d5f3b6188d4f056
61aa205bf9b9e263c1aac1a8,511111911814,CYTOSPORT,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,Cytosport,"CytoSport, Inc. is among the most trusted and recognized sports nutrition and functional beverage companies in the United States. As the maker of MUSCLE MILK®, MONSTER MILK® and CYTOMAX® brands, we’re dedicated to providing premium protein products that elevate everyday performance for every body. A PepsiCo brand.",609329d2729cb85570d87262 : 55bf8c6ce4b0d8e685c1489d : 60ac0942ad04c01ac35ea563
5332fa7be4b03c9a25efd22b,511111702948,DIET CHERRY COKE,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,Diet Cherry Coke,,
5a5d2c59e4b06ba572cf24a9,511111900054,SUNSILK,53e10d6368abd3c7065097cc,Beauty & Personal Care,BEAUTY_AND_PERSONAL_CARE,Sunsilk,,
5d6415d5a3a018514994f429,511111605058,HEALTH,5d5d4fd16d5f3b23d1bc7905,Magazines,MAGAZINES,Health Magazine,"Live your best life now with Health magazine, one of America's most-trusted health and wellness brands. Health brings you creative recipe ideas, fat-burning workouts, and an insider's scoop on the latest health, fitness, and nutrition trends. ",6063795a4b49975cc0ad94b7 : 5d6415c66d5f3b23d1bc790c : 6000b24dac99f07727225f82
5aa1b5b9e4b05a92fc9b1631,511111004288,FOOD NETWORK KITCHEN INSPIRATIONS,53e10d6368abd3c7065097cc,Condiments & Sauces,CONDIMENTS_AND_SAUCES,Food Network Kitchen Inspirations,"Become the star of your kitchen with Food Network Kitchen Inspiration sauces, dressings, and meal kits.",
5f4e521e2455c929365b5fe4,511111407171,GARDEIN,5e825d64f221c312e698a62a,Frozen,FROZEN,Gardein®,"Gardein has a variety of plant-based foods to enjoy any time of day. Enjoy delicious meatless chick'n tenders, meatless meatballs, and more.",
63600e70f5f7cc631dcfa0f0,511111415626,CHIPS AHOY,63600764f5f7cc631dcfa0ef,Snacks,SNACKS,CHIPS AHOY!,"When you want the sweet satisfaction of chocolate in every bite CHIPS AHOY! Cookies is here for it. CHIPS AHOY! Original Chocolate Chip cookies are loaded with real chocolate chips and baked to have the perfect amount of crunch. Enjoy Original, Chewy or Chunky after lunch, with a glass of milk or with your favorite ice-cream.",
628d2bd60c03aa79614b5df6,511111613756,SHREDS CEREAL,5332f5f3e4b03c9a25efd0ae,Breakfast & Cereal,BREAKFAST_AND_CEREAL,Shreds,,
6359904f510cb806bcfca507,511111715603,YANKEE CANDLE,62a0cd01d672797a4b430854,Household,HOUSEHOLD,Yankee Candle,"Whether you’re spending time with family and friends or just winding down, Yankee Candle has premium fragrances for every one of life’s moments.",
61ba20d62064d21d1548c32f,511111011873,PEDIGREE,61ba20c32064d21d1548c32e,Pet,PET,Pedigree®,Dogs bring out the good in us. PEDIGREE® brings out the good in them.™All PEDIGREE® recipes are created with quality ingredients and formulated for professional nutrition to bring out your dog’s best.,6269924dc54d0446fe40e82f : 62699370c54d0446fe40e832
6010465f2455c904d4b69d66,511111207931,FRITO LAY,5332f5fbe4b03c9a25efd0ba,Snacks,SNACKS,Frito-Lay,"With Frito-Lay Variety Packs, you’re ready for snack time any time! A PepsiCo brand.",5887a372e4b02187f85cdad9 : 585a9720e4b03e62d1ce0e94 : 585a972de4b03e62d1ce0e96
62c7709ac19ca05aa7da41c7,511111014515,JIF,62bb25ecaa7ca6249b59e7f0,Grocery,GROCERY,Jif,"Discover the mouthwatering taste of Jif peanut butter, any way you'd like it.",5fbc4c50ac99f007b792c201 : 5fbc4c3fac99f007b792c200 : 62cf310f65b0c9754b788f4c
57d95753e4b0ac389136a2b3,511111702382,BREAKSTONE'S,53e10d6368abd3c7065097cc,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Breakstone's,Life is full of delicious possibilities. Enjoy Breakstone's classic sour cream and cottage cheese. Try Cottage Doubles - a combination of cottage cheese and your favorite fruits - when you need a healthy snack.,
55b6308ee4b0d8e685c1421a,511111202677,,55b62995e4b0d8e685c14213,,,Snapple,,
588ba198e4b02187f85cdae0,511111001041,HOFFMAN'S,53e10d6368abd3c7065097cc,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Hoffman's,"Hoffman's creates high-quality, flavor-forward specialty cheeses for those with discrening palates. ",
585a96d2e4b03e62d1ce0e89,511111001607,DIET PEPSI,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,Diet Pepsi,"Enjoy the great taste of Pepsi cola, but with 0 calories. A PepsiCo brand.",
6066434fcbe8fe78dd69b19a,511111609506,BUBBL'R,53e10d6368abd3c7065097cc,Beverages,BEVERAGES,BUBBL'R,,
57ebbf75e4b0ac389136a32f,511111902188,DELIMEX,53e10d6368abd3c7065097cc,Frozen,FROZEN,Delimex,"Delicious Mexican dishes from time-honored recipes you'll be proud to serve your family. Tacquitos, rolled tacos, and tamales, from your freezer to the table.",5887a372e4b02187f85cdad9 : 585a972de4b03e62d1ce0e96
60146a322455c904d4b69d6c,511111608066,STARBUCKS,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,Starbucks,"Delicious coffee is now available from the grab and go case. A PepsiCo brand.

*Starbucks coffee grounds, beans and pods are not included.",585a96ade4b03e62d1ce0e84 : 60104829ac99f004d19ade29 : 585a9744e4b03e62d1ce0e98
5332f603e4b03c9a25efd0bf,511111603924,LIPTON,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,Lipton,"With more than 125 years of experience, Lipton is one of the world's great refreshment brands, with tea-based drinks including leaf tea, infusions, and ready-to-drink iced tea. A PepsiCo brand.",5887a372e4b02187f85cdad9 : 5a5e3615e4b06ba572cf24ab : 5d66e2d46d5f3b6188d4f056
585a971ae4b03e62d1ce0e93,511111601517,STACYS,5332f5fbe4b03c9a25efd0ba,Snacks,SNACKS,Stacy's Pita Chips,Real pita bread twice baked for incredible crunch and flavored for you to enjoy. A PepsiCo brand.,585a9686e4b03e62d1ce0e81 : 585a96f5e4b03e62d1ce0e8d : 585a972de4b03e62d1ce0e96
62f5220c2e94a20f3d9fbd30,511111414995,TWIX,62f51f6f02d87153442246a2,Candy & Chocolate,CANDY_AND_CHOCOLATE,TWIX®,"Experience Left TWIX®'s smooth caramel that flows onto a crispy cookie and is bathed in chocolate, and Right TWIX®'s crunchy cookie, which is cascaded with soft caramel and cloaked in milk chocolate. Don't want to choose? Try both!",62f521b702d87153442246a9 : 62f521f302d87153442246ab : 62f522032e94a20f3d9fbd2f
6047a31c2455c97b314d3866,511111008453,ATKINS,603cf4c1ac99f04b80c64c3c,Grocery,GROCERY,Atkins,,
592486bee410d61fcea3d12e,511111200802,IMPERIAL,53e10d6368abd3c7065097cc,Dairy,DAIRY,IMPERIAL,,
5332f603e4b03c9a25efd0be,511111103936,MUG ROOT BEER,5332f5fbe4b03c9a25efd0ba,Beverages,BEVERAGES,Mug Root Beer,"Everything about Mug Root Beer appeals to the senses: the rich foam, the unique aroma, and the feeling of ice-cold refreshment. A PepsiCo brand.",585a963ce4b03e62d1ce0e78 : 5332f5fbe4b03c9a25efd0b9 : 5d66e07da3a018093ab3472d
60d55e07240dbf0161947866,511111210917,TAYLOR,60ba59e1ec891a72cdbb077b,Wine,WINE,TAYLOR® NEW YORK,"The Taylor Wine Company, makers of superior ports and sherries, with a tradition dating back to 1880, skillfully blends the best grapes from New York to create a unique taste and depth of character.
",60c7b4c637e7f639aafff272 : 60c7b95d37e7f639aafff274 : 60c7ba122383023f915e7bfe
5a4d250ce4b0d5c3fd86b67b,511111400486,SPITZ,53e10d6368abd3c7065097cc,Snacks,SNACKS,SPITZ,,
5afda575e4b0c11cfecd49f9,511111104537,KETTLE BRAND,5a734034e4b0d58f376be874,Snacks,SNACKS,Kettle Brand,"From the back of a van to one of the world's most unique potato chip brands, Kettle Brand has been dedicated to creating unique, savory, and all-natural chips. Every chip is made with natural ingredients and no preservatives, is gluten-free, and contains 0g of trans fat.",
60632b0f4b49975cc0ad94b0,511111409212,YORK,59ba6feae4b092b29c16734d,Candy & Sweets,CANDY_AND_SWEETS,York,"The YORK Peppermint Pattie is iconic among mint chocolate lovers everywhere. Bite into the refreshing sensation of cool peppermint and rich, dark chocolate.",
5887a1c8e4b02187f85cdad4,511111601166,PHILADELPHIA,559c2234e4b06aca36af13c6,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Philadelphia® Cream Cheese,"Philadelphia Cream Cheese makes every bite an experience: creamy, satisfying, and delightfully decadent",60c7c1c02383023f915e7c01 : 62d16b1725b7d901611d3fc0 : 60b684b3fe9f712ed75b1fd5
60357c1a2455c9795782f304,511111008224,KAHLUA,602186b82455c91734ff7a71,Spirits,SPIRITS,Kahlua®,"Originating in Mexico, Kahlúa has become the number one selling coffee liqueur in the world. Since 1936 Kahlúa stands for a rich heritage, full of diversity and color; something truly unique.",6048f76fac99f04b80c64c49 : 60357ac52455c9795782f303 : 60357cec2455c9795782f305
60fed602251e8b16355ee9bf,511111711179,BOB EVANS,60fed5c4ed274e67f26397c9,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,Bob Evans® Dinner Sides,"Made fresh with real, quality ingredients and ready in minutes, it’s no wonder Bob Evans® Mashed Potatoes and Macaroni & Cheese are America’s #1 Side Dishes!

Excludes: Eggs, Egg Whites, Fresh or Cooked Sausage, Bacon, Ham, Breakfast Potatoes, Handheld Breakfast ",628e2bf9ef8b0240a3111411 : 62960cf73a13127fdca392b5 : 626adacfc54d0446fe40e838 : 626adaa46d5bf52abce40ab2 : 62bc7e79aa7ca6249b59e7f2 : 626ad06f6d5bf52abce40ab0 : 623215623ffb2c4c896dfcd7
5f4e47b0ac99f03f183c8e08,511111907008,ARMOUR STAR,5e825d64f221c312e698a62a,Canned Goods & Soups,CANNED_GOODS_AND_SOUPS,Armour Star®,Armour Star's Vienna Sausages and Potted Meat offer a tasty solution for those on-the-go occasions when you need a portable snack to enjoy on the run.,
53501d29b9237fd7718f9e15,511111302858,TOMBSTONE,53e10d6368abd3c7065097cc,Frozen,FROZEN,Tombstone,,
585a9653e4b03e62d1ce0e7b,511111101734,DOLE,5332f5fbe4b03c9a25efd0ba,Beverages,,Dole Drinks,"Try Dole 100%, pure squeezed, Chilled Juices. They give you the fresh, smooth whole fruit taste you love to drink. A PepsiCo brand.",585a96ade4b03e62d1ce0e84 : 60146a322455c904d4b69d6c : 585a9744e4b03e62d1ce0e98
592486bde410d61fcea3d125,511111500896,CLEAR,5332f5f6e4b03c9a25efd0b4,Personal Care,PERSONAL_CARE,Clear,Discover total scalp solutions. Shampoos and conditioners designed to heal your scalp and improve your hair. No dryness. No grease build-up. No visible flakes. A Unilever brand.,592486bde410d61fcea3d124 : 592486bee410d61fcea3d128 : 592486bfe410d61fcea3d13a
621697983e3cc65e9441be19,511111712824,COSTCO,619d17e923a9854ea6018048,Retailers,RETAILERS,Costco,"Costco is a membership warehouse club, dedicated to bringing our members the best possible prices on quality brand-name merchandise. ",
6320e3f6c2228c368419c549,511111015468,CRUSH,60ac067b9b6e385567eee852,Beverages,BEVERAGES,Crush Soda,,
606380b04b49975cc0ad94b8,511111209348,SEVENTH GENERATION HAND SOAP,5332f5f6e4b03c9a25efd0b4,Household,HOUSEHOLD,Seventh Generation Hand Soap,"Our alluring scents are made from 100% essential oils and botanical ingredients. Try our line of scented hand wash which includes lavender flower and mint, hibiscus and cardamom, black currant and rosewater, mandarin orange and grapefruit. A Unilever brand. ",
